"","FP","YTG","EP_Go_For_It","EP_Alternative","Best_Decision","P_Success"
"1",1,1,0.966633785492365,5.46,"Punt",0.593149598431607
"2",2,1,1.39614708387226,4.74,"Punt",0.594668028106164
"3",3,1,1.45912769057967,5.3,"Punt",0.59618464885992
"4",4,1,1.47642069017191,5.01,"Punt",0.597699433920246
"5",5,1,1.37949406594517,5.07,"Punt",0.599212356651958
"6",6,1,1.50075646782149,5.05,"Punt",0.600723390559047
"7",7,1,1.69700791238497,4.94,"Punt",0.602232509286394
"8",8,1,1.07593692374728,4.64,"Punt",0.603739686621462
"9",9,1,1.45613427116985,4.62,"Punt",0.605244896495961
"10",10,1,1.54209428060273,4.67,"Punt",0.606748112987499
"11",11,1,1.0497085032257,5.09,"Punt",0.6082493103212
"12",12,1,1.21041855824279,4.71,"Punt",0.609748462871311
"13",13,1,1.41744335256314,4.6,"Punt",0.611245545162779
"14",14,1,1.27260240171604,4.99,"Punt",0.612740531872805
"15",15,1,1.5462282658628,5.1,"Punt",0.614233397832379
"16",16,1,1.49383154461062,5.25,"Punt",0.615724118027785
"17",17,1,1.35749590855916,4.84,"Punt",0.617212667602094
"18",18,1,1.31008789348514,4.71,"Punt",0.618699021856621
"19",19,1,1.33227221658406,5.3,"Punt",0.620183156252362
"20",20,1,1.32230138765965,4.97,"Punt",0.621665046411416
"21",21,1,1.55334604734225,4.81,"Punt",0.623144668118368
"22",22,1,1.51132581396654,5.19,"Punt",0.62462199732166
"23",23,1,1.5397414499982,4.79,"Punt",0.626097010134933
"24",24,1,1.16322993285861,4.71,"Punt",0.627569682838342
"25",25,1,1.15894312423903,4.95,"Punt",0.629039991879853
"26",26,1,1.71050295168364,4.81,"Punt",0.630507913876512
"27",27,1,1.72854355719136,4.98,"Punt",0.631973425615685
"28",28,1,1.45095948772343,5.01,"Punt",0.633436504056283
"29",29,1,1.26200664844566,5.01,"Punt",0.634897126329952
"30",30,1,1.36083295465444,5.27,"Punt",0.636355269742246
"31",31,1,1.58353202508476,5.1,"Punt",0.637810911773772
"32",32,1,1.32770782622768,4.75,"Punt",0.639264030081305
"33",33,1,1.47678872373944,5.48,"Punt",0.640714602498889
"34",34,1,1.55162607038901,5.26,"Punt",0.642162607038901
"35",35,1,1.45102765739849,4.49,"Punt",0.643608021893101
"36",36,1,1.9424536800474,4.63,"Punt",0.645050825433643
"37",37,1,1.58984865369298,5.1,"Punt",0.646490996214076
"38",38,1,1.27336798918427,4.89,"Punt",0.647928512970308
"39",39,1,1.47091072033305,4.73,"Punt",0.64936335462155
"40",40,1,1.42144588253877,4.68,"Punt",0.650795500271236
"41",41,1,1.58354904845038,4.58,"Punt",0.652224929207909
"42",42,1,1.46896007442666,4.45,"Punt",0.653651620906093
"43",43,1,1.41466488423877,4.61,"Punt",0.655075555027133
"44",44,1,1.81527221285749,4.68,"Punt",0.656496711420009
"45",45,1,1.5428418250628,4.37,"Punt",0.657915070122128
"46",46,1,1.54857892975931,4.69,"Punt",0.65933061136009
"47",47,1,1.33437973301848,4.22,"Punt",0.660743315550424
"48",48,1,1.55072586155488,4.43,"Punt",0.662153163300305
"49",49,1,1.45811764440175,3.84,"Punt",0.663560135408243
"50",50,1,1.4803060856302,3.84,"Punt",0.664964212864745
"51",51,1,1.53704434692748,4.76,"Punt",0.666365376852954
"52",52,1,1.76237213609393,3.49,"Punt",0.667763608749263
"53",53,1,1.42730852299192,4.37,"Punt",0.6691588901239
"54",54,1,1.61977028171522,4.65,"Punt",0.670551202741494
"55",55,1,1.63390966890586,3.92,"Punt",0.671940528561612
"56",56,1,1.95580585055434,4.49,"Punt",0.673326849739269
"57",57,1,1.32565365950161,4.18,"Punt",0.674710148625419
"58",58,1,1.40029027417838,4.19,"Punt",0.676090407767416
"59",59,1,1.24463122187874,3.96,"Punt",0.677467609909454
"60",60,1,1.97118802377202,-0.565647015903223,"Go For It",0.678841737992977
"61",61,1,1.60974264583171,-0.648964159688199,"Go For It",0.680212775157071
"62",62,1,1.9331225205353,-0.234555548706658,"Go For It",0.681580704738828
"63",63,1,1.89774965376421,-0.130142413812902,"Go For It",0.682945510273684
"64",64,1,1.33350915350127,0.11360196778634,"Go For It",0.684307175495734
"65",65,1,1.53408347075379,0.144141876164067,"Go For It",0.685665684338027
"66",66,1,1.69318672581747,0.327417477152378,"Go For It",0.687021020932829
"67",67,1,1.55489437915751,0.555410047136613,"Go For It",0.68837316961187
"68",68,1,1.79482944698475,0.714884530537268,"Go For It",0.689722114906559
"69",69,1,1.70107464442654,1.08200302936874,"Go For It",0.691067841548183
"70",70,1,1.53556790386376,1.15269131481602,"Go For It",0.692410334468078
"71",71,1,1.49630841012641,1.22315965151539,"Go For It",0.693749578797777
"72",72,1,1.68793677552014,1.3924187894712,"Go For It",0.695085559869135
"73",73,1,1.3791970636441,1.61582929309552,"Field Goal",0.69641826321443
"74",74,1,1.21998580370493,1.61871264563824,"Field Goal",0.697747674566445
"75",75,1,1.60069180533092,1.83112086211831,"Field Goal",0.69907377985852
"76",76,1,1.77858891528251,1.94777553929264,"Field Goal",0.700396565224586
"77",77,1,1.60595895809235,1.9946030920738,"Field Goal",0.701716016999178
"78",78,1,1.47244070154263,2.08762686012466,"Field Goal",0.703032121717417
"79",79,1,1.20614724369601,2.14354946495545,"Field Goal",0.704344866114985
"80",80,1,1.00934698176702,2.26842187206958,"Field Goal",0.705654237128057
"81",81,1,1.6214331903823,2.32963016111345,"Field Goal",0.706960221893233
"82",82,1,1.20148175008557,2.38237793336911,"Field Goal",0.708262807747429
"83",83,1,1.1640738725855,2.39158416698781,"Field Goal",0.70956198222776
"84",84,1,1.65760557752471,2.47865480747917,"Field Goal",0.710857733071398
"85",85,1,2.15768693924229,2.5708319079803,"Field Goal",0.7121500482154
"86",86,1,1.44310454227989,2.5460924339264,"Field Goal",0.71343891579653
"87",87,1,2.15570940371421,2.62553534813085,"Field Goal",0.714724324151046
"88",88,1,1.81805009451583,2.70099649048397,"Field Goal",0.716006261814479
"89",89,1,1.64100683311547,2.69710554084077,"Field Goal",0.717284717521377
"90",90,1,1.65589597966478,2.69724986432855,"Field Goal",0.718559680205043
"91",91,1,1.47240426352394,2.73473328984298,"Field Goal",0.719831138997243
"92",92,1,1.43328725327575,2.77993235806049,"Field Goal",0.721099083227899
"93",93,1,1.97741512738054,2.80074614021375,"Field Goal",0.722363502424761
"94",94,1,1.59628932953263,2.81100153758744,"Field Goal",0.723624386313055
"95",95,1,1.88293079232871,2.83848134419707,"Field Goal",0.724881724815123
"96",96,1,1.51306022486528,2.84362362868056,"Field Goal",0.72613550805003
"97",97,1,2.16290297279835,2.86628625213474,"Field Goal",0.727385726333162
"98",98,1,1.05493499616091,2.87677399943537,"Field Goal",0.728632370175801
"99",99,1,1.64737672539558,2.88179911648303,"Field Goal",0.729875430284683
"100",1,2,0.717478137383295,5.4,"Punt",0.552615511767884
"101",2,2,1.19466703411963,4.59,"Punt",0.554171514892691
"102",3,2,0.917018472105834,5.43,"Punt",0.55572645702171
"103",4,2,0.843327779674953,5.18,"Punt",0.557280308454964
"104",5,2,1.08684259413832,5.24,"Punt",0.558833039577328
"105",6,2,0.825200051256519,4.86,"Punt",0.560384620860739
"106",7,2,0.83369910442553,4.73,"Punt",0.56193502286639
"107",8,2,1.07937468243508,4.76,"Punt",0.563484216246916
"108",9,2,1.18179276291185,5.65,"Punt",0.565032171748555
"109",10,2,1.20685972536028,4.62,"Punt",0.566578860213306
"110",11,2,1.21833691111668,5.07,"Punt",0.568124252581058
"111",12,2,0.904019683729041,5.44,"Punt",0.569668319891713
"112",13,2,1.0980813135939,4.54,"Punt",0.571211033287291
"113",14,2,1.27659698533031,5.26,"Punt",0.572752364014012
"114",15,2,1.38043468937672,5.29,"Punt",0.574292283424373
"115",16,2,0.833733632230061,4.68,"Punt",0.575830762979195
"116",17,2,1.04838868923431,5,"Punt",0.577367774249659
"117",18,2,0.786965093611853,5.07,"Punt",0.578903288919328
"118",19,2,1.33402526131577,4.34,"Punt",0.580437278786143
"119",20,2,1.00707290544657,4.8,"Punt",0.581969715764406
"120",21,2,1.14748063308439,4.17,"Punt",0.58350057188674
"121",22,2,1.01234014184773,5.19,"Punt",0.585029819306036
"122",23,2,1.12836447170054,4.88,"Punt",0.586557430297378
"123",24,2,0.556740432237854,4.78,"Punt",0.588083377259945
"124",25,2,1.41537643450234,5.16,"Punt",0.589607632718898
"125",26,2,1.49351915094069,5.02,"Punt",0.59113016932725
"126",27,2,1.16758043636831,5.22,"Punt",0.592650959867703
"127",28,2,1.10562368005082,5.18,"Punt",0.59416997725448
"128",29,2,1.01005251231296,4.87,"Punt",0.595687194535129
"129",30,2,1.20731265987256,4.73,"Punt",0.597202584892302
"130",31,2,1.19123824915649,5.33,"Punt",0.598716121645522
"131",32,2,1.01020489348829,5.18,"Punt",0.600227778252922
"132",33,2,1.07944662670227,5.1,"Punt",0.601737528312966
"133",34,2,1.19451836257278,4.66,"Punt",0.603245345566145
"134",35,2,1.21228571468023,5.05,"Punt",0.604751203896655
"135",36,2,1.48492445323363,4.96,"Punt",0.606255077334048
"136",37,2,0.574510585098732,4.73,"Punt",0.607756940054866
"137",38,2,1.32966157765884,4.61,"Punt",0.60925676638425
"138",39,2,1.062513215747,4.11,"Punt",0.610754530797522
"139",40,2,1.46699208753442,4.77,"Punt",0.612250207921755
"140",41,2,1.270518579188,4.56,"Punt",0.613743772537307
"141",42,2,1.49690313161252,4.63,"Punt",0.61523519957934
"142",43,2,1.23874290746899,4.66,"Punt",0.616724464139317
"143",44,2,1.41339349212861,4.79,"Punt",0.618211541466465
"144",45,2,1.21541871643783,4.46,"Punt",0.619696406969229
"145",46,2,1.30668119580952,4.61,"Punt",0.621179036216688
"146",47,2,1.1424366636212,4.49,"Punt",0.622659404939959
"147",48,2,0.771065027289087,3.79,"Punt",0.624137489033568
"148",49,2,1.14475386001108,4.43,"Punt",0.6256132645568
"149",50,2,1.08240719179219,3.74,"Punt",0.62708670773503
"150",51,2,0.724738394110464,3.68,"Punt",0.628557794961018
"151",52,2,1.24734303064105,4.47,"Punt",0.630026502796189
"152",53,2,1.59169696649496,3.79,"Punt",0.631492807971886
"153",54,2,1.79323730703207,3.97,"Punt",0.632956687390598
"154",55,2,1.08579065874582,3.57,"Punt",0.63441811812716
"155",56,2,1.11518306655634,4.62,"Punt",0.635877077429933
"156",57,2,1.1201619975675,3.96,"Punt",0.63733354272196
"157",58,2,1.38509916618882,4.63,"Punt",0.638787491602086
"158",59,2,1.42215011661461,4.66,"Punt",0.640238901846068
"159",60,2,0.843036168541601,-0.908136795062349,"Go For It",0.641687751407651
"160",61,2,0.991891113328596,-0.569253777559088,"Go For It",0.643134018419617
"161",62,2,1.44348797135077,-0.201209615214836,"Go For It",0.644577681194818
"162",63,2,1.64956774381853,-0.0636268875193784,"Go For It",0.646018718227172
"163",64,2,1.41711397373379,0.285760226052891,"Go For It",0.647457108192644
"164",65,2,1.12990438262336,0.236486989150378,"Go For It",0.648892829950195
"165",66,2,1.47920648742025,0.477133065440624,"Go For It",0.650325862542708
"166",67,2,1.46545442974143,0.848405695240094,"Go For It",0.65175618519789
"167",68,2,1.21478134705546,0.890451625429963,"Go For It",0.653183777329144
"168",69,2,1.08769665176428,0.922169948482805,"Go For It",0.654608618536421
"169",70,2,1.11949000733656,1.10820606130715,"Go For It",0.656030688607044
"170",71,2,1.45069018523493,1.2921631601944,"Go For It",0.657449967516505
"171",72,2,1.40558579399494,1.43800987189064,"Field Goal",0.658866435429239
"172",73,2,0.83994140776677,1.60309710525278,"Field Goal",0.660280072699374
"173",74,2,0.834023545212208,1.62037885475086,"Field Goal",0.661690859871451
"174",75,2,0.80125801135328,1.75644670598246,"Field Goal",0.663098777681121
"175",76,2,1.31265639545363,1.88096763702551,"Field Goal",0.664503807055819
"176",77,2,1.39688227889867,2.07965560827463,"Field Goal",0.665905929115409
"177",78,2,0.906167509169295,2.01246303998284,"Field Goal",0.667305125172805
"178",79,2,1.24554877609679,2.1624881745756,"Field Goal",0.668701376734568
"179",80,2,0.941366189338525,2.2167810630392,"Field Goal",0.670094665501478
"180",81,2,1.40741213795172,2.28794913486143,"Field Goal",0.671484973369077
"181",82,2,1.3777919819177,2.35007882019071,"Field Goal",0.672872282428193
"182",83,2,1.32118088720617,2.47084961002109,"Field Goal",0.674256574965432
"183",84,2,0.98963595792036,2.44954744561386,"Field Goal",0.675637833463655
"184",85,2,1.07438629029405,2.52574876598096,"Field Goal",0.677016040602417
"185",86,2,1.41662628926647,2.59958679118829,"Field Goal",0.678391179258396
"186",87,2,1.51995196117501,2.64756268059374,"Field Goal",0.679763232505782
"187",88,2,0.669472641137232,2.64214775344464,"Field Goal",0.681132183616655
"188",89,2,1.42723154937039,2.69046140431728,"Field Goal",0.682498016061332
"189",90,2,1.09286663519568,2.69477987487668,"Field Goal",0.683860713508689
"190",91,2,1.63719312811146,2.74428671277781,"Field Goal",0.68522025982646
"191",92,2,1.27576004263052,2.76642951318953,"Field Goal",0.686576639081513
"192",93,2,1.0237825527529,2.79193647671214,"Field Goal",0.687929835540102
"193",94,2,1.38380327639971,2.81473945526186,"Field Goal",0.689279833668091
"194",95,2,1.22026307449978,2.84500947761283,"Field Goal",0.690626618131161
"195",96,2,1.35706021375434,2.85444092621115,"Field Goal",0.691970173794987
"196",97,2,1.59338271924852,2.86320844208158,"Field Goal",0.693310485725396
"197",98,2,1.47281350708785,2.8721530244142,"Field Goal",0.694647539188498
"198",1,3,0.693925600904852,5.56,"Punt",0.511369820449586
"199",2,3,0.890014154906888,5.42,"Punt",0.512942841753751
"200",3,3,0.647076252533497,4.94,"Punt",0.514515606722176
"201",4,3,0.603827473245123,5.53,"Punt",0.516088084255607
"202",5,3,0.707065901405617,5.09,"Punt",0.517660243277549
"203",6,3,0.72328112886939,5.08,"Punt",0.51923205273672
"204",7,3,0.771592901209687,4.68,"Punt",0.520803481609491
"205",8,3,0.71464905471493,5.39,"Punt",0.52237449890234
"206",9,3,0.791674451103908,5.09,"Punt",0.523945073654288
"207",10,3,0.841775951996439,5.08,"Punt",0.52551517493933
"208",11,3,0.739033794538475,5.03,"Punt",0.527084771868865
"209",12,3,0.949919112456602,4.86,"Punt",0.528653833594119
"210",13,3,0.795543109967942,5.13,"Punt",0.530222329308558
"211",14,3,0.87073555924778,5.9,"Punt",0.531790228250294
"212",15,3,0.666899872148335,5.29,"Punt",0.533357499704491
"213",16,3,0.433653271976597,5.46,"Punt",0.534924113005752
"214",17,3,0.687680537113736,5.27,"Punt",0.536490037540505
"215",18,3,1.10624989057679,5.34,"Punt",0.538055242749381
"216",19,3,0.564992495241007,4.92,"Punt",0.539619698129577
"217",20,3,0.556294173713429,4.88,"Punt",0.541183373237213
"218",21,3,0.330065967966834,4.76,"Punt",0.542746237689684
"219",22,3,1.02029449841561,4.15,"Punt",0.544308261167992
"220",23,3,0.489657157935229,4.8,"Punt",0.545869413419075
"221",24,3,0.686432452186307,4.9,"Punt",0.547429664258121
"222",25,3,0.90813247965175,4.59,"Punt",0.548988983570876
"223",26,3,0.377508173040773,5.23,"Punt",0.550547341315931
"224",27,3,0.60320059030214,5.34,"Punt",0.552104707527008
"225",28,3,0.60802475478181,4.74,"Punt",0.553661052315225
"226",29,3,0.743206727887769,4.74,"Punt",0.55521634587135
"227",30,3,0.643710691313664,4.98,"Punt",0.556770558468049
"228",31,3,0.300235443876532,5.4,"Punt",0.558323660462108
"229",32,3,0.643966173182803,4.6,"Punt",0.559875622296654
"230",33,3,1.00932391933941,5.14,"Punt",0.56142641450335
"231",34,3,0.456936391806748,4.59,"Punt",0.562976007704587
"232",35,3,0.684750210196194,5.15,"Punt",0.56452437261565
"233",36,3,0.719000490046306,4.56,"Punt",0.566071480046881
"234",37,3,1.02264954887695,4.22,"Punt",0.567617300905811
"235",38,3,0.594474186181833,4.65,"Punt",0.569161806199294
"236",39,3,0.798970292771881,4.34,"Punt",0.57070496703561
"237",40,3,0.861194429644623,4.5,"Punt",0.572246754626558
"238",41,3,0.8222884757361,4.68,"Punt",0.573787140289534
"239",42,3,0.662727251454758,4.31,"Punt",0.57532609544959
"240",43,3,0.295607771268703,4.81,"Punt",0.576863591641471
"241",44,3,0.785668073029439,4.45,"Punt",0.578399600511642
"242",45,3,0.709373891292783,4.44,"Punt",0.579934093820293
"243",46,3,0.548153070957798,4.48,"Punt",0.581467043443326
"244",47,3,0.77346490833855,4.09,"Punt",0.582998421374325
"245",48,3,0.628576411464694,4.46,"Punt",0.584528199726504
"246",49,3,0.323069133398265,4.32,"Punt",0.586056350734639
"247",50,3,1.03407681063468,4.27,"Punt",0.587582846756981
"248",51,3,1.43914614731881,4.46,"Punt",0.589107660277147
"249",52,3,0.330646259183561,4.08,"Punt",0.590630763905989
"250",53,3,0.840700897781465,4.41,"Punt",0.592152130383454
"251",54,3,0.366526140304462,3.57,"Punt",0.59367173258041
"252",55,3,1.08261700347949,4.67,"Punt",0.595189543500456
"253",56,3,0.921625044517428,3.74,"Punt",0.596705536281717
"254",57,3,0.671389653573045,4.05,"Punt",0.598219684198611
"255",58,3,0.793410740010372,4.42,"Punt",0.5997319606636
"256",59,3,0.848845621468375,4.05,"Punt",0.601242339228909
"257",60,3,0.606537078807111,-0.645404909680006,"Go For It",0.602750793588241
"258",61,3,1.21116992730739,-0.631250741437286,"Go For It",0.604257297578454
"259",62,3,1.02473733922161,-0.222050823647225,"Go For It",0.605761825181222
"260",63,3,0.596468807300796,-0.114491701743838,"Go For It",0.607264350524677
"261",64,3,0.727616648823122,0.0403431344814249,"Go For It",0.608764847885023
"262",65,3,0.854061726442527,0.393815700164094,"Go For It",0.61026329168813
"263",66,3,0.626303861287937,0.34971554349318,"Go For It",0.611759656511105
"264",67,3,1.20685189892975,0.759619135208736,"Go For It",0.613253917083838
"265",68,3,0.724023011999366,0.797181606268219,"Field Goal",0.614746048290531
"266",69,3,0.875755158371206,0.980521708171322,"Field Goal",0.616236025171194
"267",70,3,1.33283337329435,1.15034998568397,"Go For It",0.617723822923127
"268",71,3,0.599076846290368,1.27922500231709,"Field Goal",0.619209416902372
"269",72,3,0.756925105367549,1.43206320896636,"Field Goal",0.620692782625142
"270",73,3,0.793999841076944,1.55762500581439,"Field Goal",0.622173895769233
"271",74,3,1.13728179173577,1.7086879377197,"Field Goal",0.623652732175399
"272",75,3,1.12124097134768,1.7991176523458,"Field Goal",0.625129267848717
"273",76,3,0.822733050119189,1.86844115535042,"Field Goal",0.626603478959915
"274",77,3,0.687063008250839,2.00475861639629,"Field Goal",0.628075341846686
"275",78,3,0.71665356550311,2.08878322658838,"Field Goal",0.629544833014973
"276",79,3,0.767929986672882,2.15301881976552,"Field Goal",0.631011929140226
"277",80,3,0.801777797588638,2.27989760740967,"Field Goal",0.63247660706864
"278",81,3,0.715364520330845,2.28360736129352,"Field Goal",0.633938843818368
"279",82,3,0.915348816014099,2.3587444359215,"Field Goal",0.635398616580703
"280",83,3,0.598017534219046,2.42371880605535,"Field Goal",0.636855902721241
"281",84,3,0.952458253985378,2.48771043117059,"Field Goal",0.638310679781019
"282",85,3,0.850661587808166,2.5362876822925,"Field Goal",0.639762925477624
"283",86,3,0.525034821127125,2.55986325856808,"Field Goal",0.641212617706277
"284",87,3,0.625378026795651,2.61116969652461,"Field Goal",0.642659734540901
"285",88,3,0.304383884218714,2.64171504214288,"Field Goal",0.644104254235146
"286",89,3,0.599281781667377,2.67834562595091,"Field Goal",0.645546155223408
"287",90,3,0.683509099649818,2.72900687156681,"Field Goal",0.646985416121812
"288",91,3,0.490872085809366,2.72868278865092,"Field Goal",0.648422015729166
"289",92,3,1.05920771926029,2.77677211777154,"Field Goal",0.649855933027902
"290",93,3,0.794610067608549,2.79064093796191,"Field Goal",0.651287147184983
"291",94,3,1.19289121111852,2.81520669497116,"Field Goal",0.652715637552783
"292",95,3,0.849603763723139,2.82963677634345,"Field Goal",0.654141383669949
"293",96,3,0.73896641430763,2.84760894882341,"Field Goal",0.655564365262231
"294",97,3,1.04233553713905,2.86868010439832,"Field Goal",0.656984562243289
"295",1,4,-0.36017614582099,4.81,"Punt",0.469968726407589
"296",2,4,0.0633516152316349,5,"Punt",0.471537292724574
"297",3,4,0.436882048566559,4.97,"Punt",0.47310642130161
"298",4,4,0.329929250978902,4.92,"Punt",0.474676081326888
"299",5,4,0.490040200425995,5.05,"Punt",0.476246241946652
"300",6,4,0.299260286542333,4.38,"Punt",0.477816872267614
"301",7,4,0.0780486281295731,5.2,"Punt",0.47938794135938
"302",8,4,0.627111517772411,4.73,"Punt",0.480959418256873
"303",9,4,-0.135188236101355,4.9,"Punt",0.482531271962775
"304",10,4,0.313607785040633,5.01,"Punt",0.484103471449957
"305",11,4,0.418205663090565,4.59,"Punt",0.485675985663933
"306",12,4,0.182151734198949,5.53,"Punt",0.487248783525305
"307",13,4,0.125565754196385,4.97,"Punt",0.488821833932215
"308",14,4,0.395679938590761,4.85,"Punt",0.490395105762807
"309",15,4,0.264504538050223,5.22,"Punt",0.491968567877683
"310",16,4,0.290818966736702,4.77,"Punt",0.493542189122372
"311",17,4,0.376336488668329,5.32,"Punt",0.495115938329791
"312",18,4,0.560539080472164,5.12,"Punt",0.496689784322715
"313",19,4,0.279043365470336,5.13,"Punt",0.49826369591625
"314",20,4,0.163417008722923,4.72,"Punt",0.4998376419203
"315",21,4,0.148734781812067,4.56,"Punt",0.501411591142042
"316",22,4,0.393869904795807,4.6,"Punt",0.502985512388398
"317",23,4,0.0421286200890085,4.64,"Punt",0.504559374468507
"318",24,4,0.413816872021556,5.02,"Punt",0.5061331461962
"319",25,4,0.44383110943983,5.06,"Punt",0.507706796392467
"320",26,4,0.321295374458271,4.95,"Punt",0.509280293887931
